"age" "gender" "education" "R1" "R2" "R3" "R4" "R5" "R6" "R7" "R8" "R9" "R10" "R11" "R12" "R13" "R14" "R15" "R16" "R17" "R18" "R19" "R20" "R21" "R22" "R23" "R24" "R25" "R26" "R27" "R28" "R29"
"203" 1 0 0 1 2 1 2 1 1 3 1 2 1 2 2 2 2 1 3 1 1 1 1 1 3 3 3 3 2 3 3 1
"204" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 1
"205" 0 0 0 3 3 3 3 2 4 3 3 3 3 2 2 3 3 4 4 2 3 2 3 4 3 3 3 4 3 3 4 3
"206" 1 0 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 3 2 1 1 1
"207" 0 0 0 1 1 1 2 1 1 3 2 1 2 2 3 1 1 1 4 1 2 2 3 3 2 3 2 3 2 2 2 2
"208" 0 0 0 3 2 3 4 3 3 3 2 4 2 2 3 4 4 2 2 2 4 3 3 1 3 3 3 2 4 4 3 2
"209" 0 1 1 1 1 1 1 1 1 3 1 3 1 1 1 4 4 1 2 1 2 1 1 1 2 3 2 2 4 4 2 2
"210" 1 0 0 1 1 1 2 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 2 1 2 1 2 1 1
"211" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
"212" 0 1 0 1 1 1 4 1 1 3 1 3 1 1 3 1 1 1 4 1 1 1 1 1 1 1 1 3 3 1 3 1
"213" 1 1 0 1 2 2 3 2 1 2 1 2 2 2 1 1 3 1 2 1 1 1 2 1 2 1 2 2 2 2 2 2
"214" 1 0 0 3 3 3 4 3 2 3 2 3 3 2 3 1 2 3 3 3 2 2 2 2 3 3 4 4 3 3 3 3
"215" 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1
"216" 0 1 0 2 2 2 3 3 3 3 1 3 2 3 3 3 3 2 3 2 2 2 3 3 2 3 3 4 2 3 3 2
"217" 0 1 1 2 2 2 3 2 2 3 3 3 2 3 4 3 3 2 4 1 3 3 3 1 3 4 4 3 4 3 3 3
"218" 0 0 0 1 1 1 2 2 2 3 1 1 1 1 1 2 1 1 1 1 3 1 2 1 1 2 1 1 1 1 2 1
"219" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"220" 1 0 1 2 2 1 3 2 2 2 2 3 3 2 2 2 2 1 3 1 2 2 2 1 3 3 2 3 2 2 3 2
"221" 1 0 0 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1
"222" 0 0 0 2 2 2 2 1 3 2 1 2 2 2 3 4 4 1 2 1 3 1 1 1 2 3 2 3 2 3 2 2
"223" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 3 2 1 1 1
"224" 1 0 0 1 1 1 2 1 1 1 1 3 2 3 1 3 2 1 2 1 1 1 1 1 2 1 2 2 1 1 2 1
"225" 0 0 0 1 1 2 2 1 1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 3 2 1 1 3 2 1 4 1
"226" 1 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"227" 0 0 0 2 2 1 2 1 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 2 2 2 1
"228" 0 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 2 1 1 1 1
"229" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"230" 0 1 0 3 3 2 3 3 2 3 3 3 3 3 4 3 3 1 3 1 3 2 3 3 3 2 3 4 3 3 3 1
"231" 0 0 0 3 2 2 3 2 3 2 1 4 2 3 4 2 4 2 3 3 2 2 3 1 2 2 2 4 4 3 3 2
"232" 0 0 1 2 1 1 2 1 1 3 1 2 1 1 2 1 1 1 3 1 1 1 1 2 2 1 1 2 3 1 2 3
"233" 0 1 0 1 1 1 1 1 1 3 1 2 1 2 3 4 1 1 1 1 1 1 1 3 1 1 2 3 2 1 1 1
"234" 0 0 0 1 1 1 3 2 2 2 1 1 1 1 2 1 1 1 1 1 3 2 2 1 3 4 2 1 2 2 2 2
"235" 0 1 0 2 2 2 2 2 2 2 2 2 1 1 2 1 3 2 2 1 1 2 1 2 2 1 2 3 2 2 2 2
"236" 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"237" 0 1 1 1 3 3 3 1 3 3 3 1 3 1 1 1 3 3 1 3 3 3 3 3 1 1 3 1 3 3 3 1
"238" 1 1 0 3 3 3 3 3 3 4 2 3 3 4 4 3 2 3 3 2 3 3 2 1 3 3 3 4 4 3 4 4
"239" 1 1 0 1 1 1 1 1 1 1 1 1 1 3 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
"240" 0 1 0 2 2 1 2 1 2 3 1 2 1 2 2 3 2 2 3 2 3 1 2 2 2 3 2 2 2 2 2 2
"241" 0 1 1 1 1 2 4 2 3 2 3 1 3 3 4 4 4 1 3 1 3 2 2 4 3 3 3 5 3 4 3 3
"242" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"243" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 2 1 3 1
"244" 0 0 1 1 1 1 1 1 1 1 3 3 1 1 3 4 2 1 2 1 4 1 2 2 3 2 2 1 3 2 3 3
"245" 1 0 0 1 1 1 3 1 1 1 1 2 1 1 1 3 1 2 1 1 1 1 1 1 1 1 3 4 2 3 2 1
"246" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 2 1 1 4 1 2 2 4 3 1 3 1
"247" 1 0 0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"248" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2 2 1 2 1
"249" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"250" 0 0 0 1 1 1 2 2 3 2 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 3 1 5 3 1 1 1
"251" 0 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"252" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"253" 0 0 1 2 1 1 1 1 1 1 3 1 1 1 2 1 4 1 3 1 2 1 1 1 3 1 2 4 4 2 1 1
"254" 0 0 0 2 1 2 2 2 3 3 1 4 2 4 4 4 2 2 3 1 3 2 2 4 2 4 3 3 2 3 2 1
"255" 0 0 1 2 1 1 2 1 2 3 1 3 1 1 3 4 5 2 4 2 4 1 2 1 2 4 4 5 3 4 3 2
"256" 0 1 0 1 2 1 2 1 1 2 1 1 1 2 2 1 3 1 2 1 2 1 2 1 1 2 2 4 2 2 3 1
"257" 0 1 0 1 1 1 2 1 1 2 1 1 1 2 1 4 1 1 2 1 1 2 1 1 2 1 2 2 2 2 2 2
"258" 0 0 0 1 1 1 1 1 3 3 1 1 1 1 1 3 1 1 3 1 2 1 2 1 1 2 1 2 1 1 1 1
"259" 1 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 2 2 1
"260" 0 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"261" 0 0 0 1 1 1 1 1 1 2 1 1 1 2 2 1 3 2 2 1 2 1 1 1 2 1 2 1 2 1 1 1
"262" 0 0 0 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 3 2 4 3 2 1 1
"263" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"264" 0 1 0 2 2 1 2 3 2 2 3 1 2 2 3 1 3 2 3 1 2 1 2 3 2 3 1 3 3 3 2 2
"265" 0 1 1 2 2 1 1 1 1 3 2 1 2 2 3 4 3 1 3 2 2 1 3 1 2 3 2 5 1 2 4 4
"266" 0 1 0 3 2 1 3 1 1 2 1 2 2 1 2 1 3 1 3 1 2 2 3 1 2 2 3 2 3 3 3 2
"267" 0 0 0 1 2 1 5 5 2 3 2 5 2 5 4 3 4 2 2 1 1 3 2 1 3 3 2 5 4 2 4 3
"268" 0 0 1 1 1 1 2 1 1 2 1 3 1 1 2 1 3 1 2 1 1 1 1 1 1 3 2 2 3 2 2 2
"269" 0 1 1 3 1 1 2 1 1 1 1 1 1 1 1 3 1 2 2 2 3 1 2 1 2 1 3 3 3 1 1 2
"270" 0 0 0 2 2 1 3 3 1 3 2 3 2 1 2 1 3 2 3 2 2 1 1 2 1 3 3 4 3 2 3 2
"271" 0 0 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 3 1 4 1 1 1 3 1 3 1 3 3 3 1
"272" 0 0 0 1 1 1 3 1 2 1 1 3 1 1 4 4 4 1 3 1 4 1 1 1 3 3 4 1 1 3 4 3
"273" 0 1 0 1 1 1 3 1 1 3 2 1 1 3 2 1 3 2 3 1 2 1 2 1 3 3 2 3 3 2 2 2
"274" 0 1 0 3 3 3 4 3 1 4 3 1 3 5 4 2 2 2 4 2 1 3 4 1 4 3 3 5 4 4 4 3
"275" 1 0 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1
"276" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1
"277" 0 0 0 2 1 2 3 1 1 3 2 3 2 3 3 3 2 1 4 1 2 3 3 2 2 3 4 3 3 2 2 2
"278" 0 0 0 1 1 1 1 1 1 2 2 3 1 1 4 4 2 2 3 1 2 1 2 2 2 2 2 3 3 1 2 1
"279" 0 1 0 2 1 5 3 1 5 3 2 1 1 3 3 1 4 2 3 1 3 1 1 1 3 4 2 1 2 3 3 3
"280" 0 0 0 1 1 1 1 1 1 1 1 3 1 4 2 1 1 1 1 1 1 1 1 2 1 1 2 3 2 1 1 1
"281" 0 0 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 1 2 1 1 1 1 1 1 1
"282" 0 1 0 3 2 1 2 1 2 2 1 3 1 2 2 2 1 1 4 1 3 2 3 1 2 3 3 4 3 2 3 2
"283" 0 0 0 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 2 1 2 1 1 3 1 2 1 1 1 1 2 1
"284" 0 1 0 2 2 2 3 4 4 3 3 1 4 2 2 1 2 3 2 2 3 3 4 1 2 2 3 1 1 2 3 3
"285" 0 1 0 2 3 1 2 2 3 2 1 2 1 3 4 2 3 3 3 1 3 1 2 2 2 3 2 3 2 2 2 2
"286" 0 0 0 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 2 2 1 1 3 2 1 1 1
"287" 1 1 0 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1
"288" 0 0 0 2 2 3 4 4 4 4 2 4 2 4 4 4 4 3 4 2 4 4 4 3 4 4 4 4 4 4 4 3
"289" 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"290" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"291" 0 1 1 2 1 1 3 1 1 2 1 1 1 3 1 1 2 1 3 1 1 1 1 1 3 2 2 4 2 2 3 1
"292" 0 1 0 1 1 2 1 1 2 1 1 2 1 2 2 2 1 1 2 1 1 1 2 2 2 2 2 2 2 2 2 2
"293" 1 0 1 1 1 1 3 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 3 1
"294" 0 1 0 3 3 2 2 1 3 3 2 3 1 4 4 2 1 2 4 1 3 1 2 1 2 3 3 4 2 3 3 3
"295" 0 0 0 1 1 1 2 1 1 2 1 1 1 1 1 2 2 2 2 1 2 1 1 1 2 1 1 1 1 1 2 1
"296" 0 0 1 1 1 1 3 2 1 3 2 1 1 2 2 2 2 2 3 1 2 2 3 1 2 2 3 2 3 3 3 3
"297" 0 1 1 5 4 4 5 4 4 4 4 4 4 3 3 5 3 4 4 4 5 4 3 4 5 4 4 4 3 4 4 3
"298" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1
"299" 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"300" 0 0 0 1 1 1 2 1 1 2 1 3 1 3 1 1 1 1 1 1 1 1 2 1 2 1 1 3 2 1 1 1
"301" 0 1 0 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"302" 0 0 1 2 1 2 2 1 1 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2
"303" 0 1 0 2 1 1 1 1 1 2 4 1 1 1 1 2 1 1 2 1 2 1 1 1 1 1 1 2 2 1 3 1
"304" 0 1 0 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"305" 1 0 0 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2 3 1 2 1 1
"306" 0 0 1 3 3 4 4 4 4 3 3 3 3 3 4 3 5 3 4 2 4 4 3 3 3 5 3 3 4 3 4 4
"307" 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1
"308" 1 1 0 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"309" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 4 2 1 2 1
"310" 0 1 0 3 1 2 4 3 3 3 2 3 3 1 2 3 3 3 4 2 3 1 3 1 4 2 4 3 2 4 4 3
"311" 0 1 0 2 1 2 3 2 2 3 2 3 3 1 3 1 4 2 4 1 3 2 1 4 2 3 2 5 5 3 4 2
"312" 1 1 0 2 2 1 2 1 1 2 1 3 1 2 2 2 2 1 1 1 2 1 2 2 2 2 1 1 2 1 2 2
"313" 0 1 0 2 1 1 1 1 1 1 1 3 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 2 2 1 1
"314" 1 1 0 2 2 2 3 2 2 3 2 3 1 3 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 2 2 1
"315" 0 0 1 1 1 2 2 2 3 2 3 3 1 2 3 3 3 2 3 1 2 2 3 2 3 3 3 3 2 2 3 2
"316" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"317" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 2 1 3 1 2 1
"318" 0 1 0 2 2 3 3 4 3 3 3 2 2 2 3 3 3 2 4 2 2 2 3 3 3 3 4 5 4 3 3 3
"319" 1 1 0 1 1 1 1 1 3 3 1 1 1 1 2 2 1 1 1 1 4 1 1 1 1 1 1 1 1 2 1 1
"320" 0 1 0 1 1 1 1 1 1 1 1 4 1 2 3 1 1 1 1 1 3 2 1 1 2 1 1 1 1 2 3 1
"321" 0 0 0 2 1 1 3 3 3 3 2 1 1 3 2 2 3 1 4 1 3 1 1 2 3 4 3 3 3 3 3 2
"322" 0 1 0 1 1 1 2 1 2 4 1 1 1 1 2 4 1 1 2 1 4 1 3 1 1 1 1 3 2 2 3 2
"323" 1 1 0 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 3 3 1 2 1
"324" 0 0 0 1 1 1 3 1 1 1 1 1 1 1 2 1 1 2 3 1 3 1 1 1 2 1 1 2 2 1 2 3
"325" 0 1 0 1 2 1 1 1 1 1 1 1 1 1 1 3 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 1
"326" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 3 1 1 1 1 1 1
"327" 0 1 0 2 2 2 3 1 1 2 2 1 1 1 2 1 2 2 2 2 2 1 2 1 2 2 2 4 1 2 2 1
"328" 1 1 0 1 2 1 2 2 1 2 1 2 1 2 2 1 1 2 2 1 1 1 1 3 1 2 1 3 2 2 2 1
"329" 0 1 0 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1
"330" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"331" 0 0 0 1 2 1 1 1 1 2 2 2 1 1 2 3 1 3 2 1 2 1 2 2 2 2 1 2 2 2 3 1
"332" 1 0 0 2 1 1 2 1 1 2 1 2 1 2 3 3 2 1 2 1 2 2 1 3 2 1 2 2 3 2 2 2
"333" 0 1 0 3 1 1 3 1 1 3 2 3 1 2 1 3 2 3 2 1 3 1 1 1 4 1 1 4 2 3 3 2
"334" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"335" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"336" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1
"337" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1
"338" 0 1 0 2 1 1 2 2 2 3 2 1 1 3 1 2 2 3 2 1 3 1 1 1 2 2 2 2 3 2 3 2
"339" 0 1 0 3 2 1 2 1 3 3 1 1 2 3 2 3 3 3 3 1 4 1 1 3 1 4 3 4 2 3 3 1
"340" 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 1 1 2 2 1 1 2 2 2 1 2
"341" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"342" 0 1 0 1 1 1 1 1 3 1 1 4 2 2 3 3 3 1 1 1 3 1 1 2 1 2 1 2 2 1 3 2
"343" 0 0 1 1 1 2 2 1 2 2 2 1 2 2 2 1 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2
"344" 0 1 1 2 2 1 2 1 1 3 3 2 2 2 2 1 2 2 3 2 2 1 2 1 2 2 2 3 2 3 2 2
"345" 0 1 1 4 2 4 4 3 4 4 2 4 4 3 3 4 3 4 4 4 2 3 4 2 4 4 4 4 4 4 4 4
"346" 0 1 0 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1
"347" 0 1 1 1 1 1 1 1 1 2 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1
"348" 1 0 0 3 2 3 3 3 2 3 2 3 2 3 3 2 3 2 3 2 3 3 2 2 3 3 3 3 3 3 2 3
"349" 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 3 2 1 1 1
"350" 0 1 0 1 2 1 3 3 1 1 1 3 1 1 2 3 3 1 2 1 3 1 1 1 3 1 1 5 4 1 3 1
"351" 1 1 0 2 2 2 3 2 2 3 3 2 2 2 3 3 3 3 3 2 1 2 3 3 3 3 3 3 3 3 3 2
"352" 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 3 1 1 1 1
"353" 0 0 0 2 2 3 3 3 3 3 2 1 3 1 2 3 2 3 4 2 1 2 3 3 3 1 2 5 2 2 4 2
"354" 0 1 1 1 1 1 2 1 1 1 1 1 1 3 2 1 4 1 2 1 3 1 1 1 2 2 2 3 3 3 3 1
"355" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1
"356" 0 1 0 1 1 1 1 1 1 1 1 2 1 1 2 2 2 1 3 1 3 1 1 1 1 2 1 1 1 2 1 1
"357" 0 1 1 2 3 3 2 2 2 3 2 2 3 2 2 1 3 2 3 1 3 1 3 1 3 2 3 3 2 3 3 3
"358" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"359" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"360" 0 1 1 2 2 3 4 3 3 4 3 5 4 4 3 4 2 3 5 3 5 4 5 2 4 5 5 3 4 5 4 3
"361" 0 1 0 1 1 1 1 2 1 3 1 4 1 1 1 2 4 2 4 1 2 2 4 1 4 1 5 4 2 2 1 1
"362" 0 0 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"363" 1 1 1 1 1 1 3 1 1 3 2 2 1 1 2 3 1 1 3 1 1 1 1 1 2 1 2 2 3 2 2 1
"364" 0 1 0 1 1 1 2 1 1 1 1 3 1 1 1 1 2 1 3 1 1 1 1 2 1 1 1 4 4 1 3 1
"365" 0 1 0 4 3 5 3 2 2 5 1 2 4 2 2 5 2 4 2 1 3 3 5 5 3 3 5 1 2 2 4 3
"366" 0 1 0 1 1 1 1 1 1 2 1 2 1 1 2 2 1 2 2 1 2 1 1 1 2 2 2 3 2 1 1 1
"367" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"368" 0 0 0 1 1 1 1 1 3 1 1 1 1 3 4 1 3 1 1 1 3 1 1 3 1 1 2 2 2 1 3 2
"369" 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"370" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1
"371" 0 0 1 1 2 2 2 1 2 2 1 1 1 2 2 1 1 3 3 1 1 2 1 1 1 2 2 3 2 1 1 3
"372" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1
"373" 0 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"374" 1 1 0 1 1 1 1 1 1 2 1 3 1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 4 3 1 1 1
"375" 0 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1
"376" 0 0 0 1 1 1 2 1 1 2 2 1 1 1 2 1 2 1 2 1 3 1 2 2 2 3 3 3 3 2 2 2
"377" 0 0 0 1 1 1 1 1 2 1 3 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"378" 0 1 0 1 1 2 2 1 2 3 1 3 1 1 3 1 1 1 3 1 3 1 1 1 2 4 2 5 3 2 3 1
"379" 1 1 0 1 2 2 3 1 1 3 2 2 1 2 2 2 2 1 3 1 2 1 1 1 2 3 3 3 2 3 3 1
"380" 0 1 0 2 2 2 2 3 3 3 1 2 2 2 3 3 3 2 3 2 3 2 3 3 3 4 3 5 3 3 3 2
"381" 0 0 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1
"382" 0 1 0 2 2 1 1 1 1 2 1 1 1 1 2 1 2 1 2 1 1 1 1 1 2 2 3 1 2 1 3 1
"383" 0 0 1 2 2 1 2 1 2 3 2 1 2 1 3 1 1 3 2 1 2 1 1 2 2 4 2 3 1 2 4 2
"384" 1 0 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1
"385" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"386" 0 1 0 1 1 1 2 2 1 2 3 1 2 2 3 2 3 2 2 1 2 2 1 3 2 3 1 1 2 2 2 2
"387" 0 0 0 3 4 2 5 5 4 4 1 3 4 4 4 4 2 3 5 3 3 4 4 2 4 5 4 5 5 4 4 4
"388" 0 0 0 2 2 3 2 3 3 2 2 3 3 3 2 3 2 3 3 2 3 2 2 3 2 2 2 3 4 3 2 2
"389" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
"390" 0 1 0 1 2 1 3 2 1 2 2 1 1 1 2 1 4 2 2 1 2 1 1 1 2 1 1 4 4 2 3 3
"391" 0 0 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 2 1
"392" 0 0 0 1 1 1 2 1 2 2 2 1 2 1 2 2 2 2 1 1 2 1 1 1 1 2 2 1 2 1 1 1
"393" 0 1 0 1 2 1 2 1 1 2 1 2 1 1 1 1 2 1 2 1 2 1 1 2 2 3 1 1 1 2 2 1
"394" 0 1 0 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 3 4 3 1 1 1
"395" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 2 2 2 1 2 1 2 1 1 1 2 3 2 3 2 2 2 1
"396" 0 1 0 2 3 2 3 1 1 3 4 3 1 1 2 1 2 1 2 1 1 1 1 2 3 2 2 3 2 2 3 2
"397" 0 0 1 3 2 2 4 2 2 4 3 3 4 2 3 3 4 3 4 2 4 3 2 2 4 3 3 2 3 4 4 4
"398" 0 1 1 4 3 3 3 3 3 4 1 2 4 5 4 4 4 4 4 3 5 3 4 2 4 3 4 2 3 3 5 3
"399" 0 1 0 1 1 2 3 2 2 2 2 1 2 1 3 2 2 2 2 2 2 2 2 3 2 3 2 3 2 2 2 1
"400" 0 0 0 2 1 2 1 1 1 3 1 2 1 1 2 2 1 1 2 1 2 1 1 1 1 1 1 3 3 1 1 1
"401" 0 0 0 1 1 1 2 3 3 1 1 1 1 3 3 2 3 2 1 1 2 2 1 2 2 3 1 3 2 2 3 1
"402" 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1 1 3 1 1 3 3 2 2 2 1
"403" 0 1 1 1 1 1 1 1 1 2 1 1 1 1 3 1 1 2 2 1 3 1 1 1 1 2 2 1 1 2 1 1
"404" 0 1 0 3 3 4 3 4 4 3 2 3 3 3 3 4 4 3 4 3 3 3 3 2 3 3 3 4 4 3 3 3
"405" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"406" 0 1 0 3 3 3 3 3 2 4 3 4 3 3 4 3 3 3 3 2 4 2 2 3 4 3 3 4 4 4 4 3
